#BioGRID Chemical Interaction ID	BioGRID Gene ID	Entrez Gene ID	Systematic Name	Official Symbol	Synonyms	Organism ID	Organism	Action	Interaction Type	Author	Pubmed ID	BioGRID Publication ID	BioGRID Chemical ID	Chemical Name	Chemical Synonyms	Chemical Brands	Chemical Source	Chemical Source ID	Molecular Formula	Chemical Type	ATC Codes	CAS Number	Curated By	Method	Method Description	Related BioGRID Gene ID	Related Entrez Gene ID	Related Systematic Name	Related Official Symbol	Related Synonyms	Related Organism ID	Related Organism	Related Type	Notes	InChIKey
27445	111904	5972	-	REN	HNFJ2	9606	Homo sapiens	inhibitor	target	Wood JM (2003)	12927775	188528	7758	Aliskiren	-	rasilez hct|tekturna hct|amtur	DRUGBANK	DB09026	C30H53N3O6	small molecule	C09XA53|C09XA52|C09DX02|C09XA02|C09XA54	173334-57-1	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	UXOWGYHJODZGMF-QORCZRPOSA-N
27446	111904	5972	-	REN	HNFJ2	9606	Homo sapiens	inhibitor	target	Gradman AH (2006)	16965731	188529	7758	Aliskiren	-	rasilez hct|tekturna hct|amtur	DRUGBANK	DB09026	C30H53N3O6	small molecule	C09XA53|C09XA52|C09DX02|C09XA02|C09XA54	173334-57-1	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	UXOWGYHJODZGMF-QORCZRPOSA-N
27447	111904	5972	-	REN	HNFJ2	9606	Homo sapiens	inhibitor	target	Nussberger J (2002)	11799102	188526	7758	Aliskiren	-	rasilez hct|tekturna hct|amtur	DRUGBANK	DB09026	C30H53N3O6	small molecule	C09XA53|C09XA52|C09DX02|C09XA02|C09XA54	173334-57-1	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	UXOWGYHJODZGMF-QORCZRPOSA-N
27448	111904	5972	-	REN	HNFJ2	9606	Homo sapiens	inhibitor	target	Menard J (2006)	16467656	188527	7758	Aliskiren	-	rasilez hct|tekturna hct|amtur	DRUGBANK	DB09026	C30H53N3O6	small molecule	C09XA53|C09XA52|C09DX02|C09XA02|C09XA54	173334-57-1	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	UXOWGYHJODZGMF-QORCZRPOSA-N
27449	111904	5972	-	REN	HNFJ2	9606	Homo sapiens	inhibitor	target	Chen X (2002)	11752352	171740	7758	Aliskiren	-	rasilez hct|tekturna hct|amtur	DRUGBANK	DB09026	C30H53N3O6	small molecule	C09XA53|C09XA52|C09DX02|C09XA02|C09XA54	173334-57-1	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	UXOWGYHJODZGMF-QORCZRPOSA-N
27450	111904	5972	-	REN	HNFJ2	9606	Homo sapiens	inhibitor	target	Azizi M (2006)	16508564	188525	7758	Aliskiren	-	rasilez hct|tekturna hct|amtur	DRUGBANK	DB09026	C30H53N3O6	small molecule	C09XA53|C09XA52|C09DX02|C09XA02|C09XA54	173334-57-1	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	UXOWGYHJODZGMF-QORCZRPOSA-N
27477	107454	1019	-	CDK4	CMM3|PSK-J3	9606	Homo sapiens	inhibitor	target	Fry DW (2004)	15542782	188549	7820	Palbociclib	6-acetyl-8-cyclopentyl-5-methyl-2-{[5-(piperazin-1-yl)pyridin-2-yl]amino}pyrido[2,3-d]pyrimidin-7(8H)-one	ibrance	DRUGBANK	DB09073	C24H29N7O2	small molecule	L01XE33	571190-30-2	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	AHJRHEGDXFFMBM-UHFFFAOYSA-N
27478	107456	1021	-	CDK6	MCPH12|PLSTIRE	9606	Homo sapiens	inhibitor	target	Fry DW (2004)	15542782	188549	7820	Palbociclib	6-acetyl-8-cyclopentyl-5-methyl-2-{[5-(piperazin-1-yl)pyridin-2-yl]amino}pyrido[2,3-d]pyrimidin-7(8H)-one	ibrance	DRUGBANK	DB09073	C24H29N7O2	small molecule	L01XE33	571190-30-2	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	AHJRHEGDXFFMBM-UHFFFAOYSA-N
27491	108551	2260	-	FGFR1	BFGFR|CD331|CEK|FGFBR|FGFR-1|FLG|FLT-2|FLT2|HBGFR|HH2|HRTFDS|KAL2|N-SAM|OGD|bFGF-R-1	9606	Homo sapiens	inhibitor	target	Matsui J (2008)	17943726	188553	7825	Lenvatinib	4-{3-chloro-4-[(cyclopropylcarbamoyl)amino]phenoxy}-7-methoxyquinoline-6-carboxamide|Lenvatinib Mesylate	lenvima	DRUGBANK	DB09078	C21H19ClN4O4	small molecule	L01XE29	417716-92-8	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	WOSKHXYHFSIKNG-UHFFFAOYSA-N
27492	109992	3791	-	KDR	CD309|FLK1|VEGFR|VEGFR2	9606	Homo sapiens	inhibitor	target	Matsui J (2008)	17943726	188553	7825	Lenvatinib	4-{3-chloro-4-[(cyclopropylcarbamoyl)amino]phenoxy}-7-methoxyquinoline-6-carboxamide|Lenvatinib Mesylate	lenvima	DRUGBANK	DB09078	C21H19ClN4O4	small molecule	L01XE29	417716-92-8	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	WOSKHXYHFSIKNG-UHFFFAOYSA-N
27494	110015	3815	-	KIT	C-Kit|CD117|PBT|SCFR	9606	Homo sapiens	inhibitor	target	Matsui J (2008)	17943726	188553	7825	Lenvatinib	4-{3-chloro-4-[(cyclopropylcarbamoyl)amino]phenoxy}-7-methoxyquinoline-6-carboxamide|Lenvatinib Mesylate	lenvima	DRUGBANK	DB09078	C21H19ClN4O4	small molecule	L01XE29	417716-92-8	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	WOSKHXYHFSIKNG-UHFFFAOYSA-N
27499	108551	2260	-	FGFR1	BFGFR|CD331|CEK|FGFBR|FGFR-1|FLG|FLT-2|FLT2|HBGFR|HH2|HRTFDS|KAL2|N-SAM|OGD|bFGF-R-1	9606	Homo sapiens	inhibitor	target	Hilberg F (2008)	18559524	188554	7826	Nintedanib	methyl (3Z)-3-[(4-{methyl[(4-methylpiperazin-1-yl)acetyl]amino}anilino)(phenyl)methylidene]-2-oxo-2,3-dihydro-1H-indole-6-carboxylate	ofev	DRUGBANK	DB09079	C31H33N5O4	small molecule	L01XE31	656247-17-5	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	XZXHXSATPCNXJR-ZIADKAODSA-N
27500	109992	3791	-	KDR	CD309|FLK1|VEGFR|VEGFR2	9606	Homo sapiens	inhibitor	target	Hilberg F (2008)	18559524	188554	7826	Nintedanib	methyl (3Z)-3-[(4-{methyl[(4-methylpiperazin-1-yl)acetyl]amino}anilino)(phenyl)methylidene]-2-oxo-2,3-dihydro-1H-indole-6-carboxylate	ofev	DRUGBANK	DB09079	C31H33N5O4	small molecule	L01XE31	656247-17-5	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	XZXHXSATPCNXJR-ZIADKAODSA-N
27593	109992	3791	-	KDR	CD309|FLK1|VEGFR|VEGFR2	9606	Homo sapiens	inhibitor	target	Schueneman AJ (2003)	12873999	180937	1255	Sunitinib	Sunitinibum	sutent	DRUGBANK	DB01268	C22H27FN4O2	small molecule	L01XE04	557795-19-4	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	WINHZLLDWRZWRT-ATVHPVEESA-N
27594	109992	3791	-	KDR	CD309|FLK1|VEGFR|VEGFR2	9606	Homo sapiens	inhibitor	target	Chen X (2002)	11752352	171740	1255	Sunitinib	Sunitinibum	sutent	DRUGBANK	DB01268	C22H27FN4O2	small molecule	L01XE04	557795-19-4	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	WINHZLLDWRZWRT-ATVHPVEESA-N
27595	109992	3791	-	KDR	CD309|FLK1|VEGFR|VEGFR2	9606	Homo sapiens	inhibitor	target	Baratte S (2004)	14753710	180935	1255	Sunitinib	Sunitinibum	sutent	DRUGBANK	DB01268	C22H27FN4O2	small molecule	L01XE04	557795-19-4	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	WINHZLLDWRZWRT-ATVHPVEESA-N
27596	109992	3791	-	KDR	CD309|FLK1|VEGFR|VEGFR2	9606	Homo sapiens	inhibitor	target	Amino N (2006)	16533791	180934	1255	Sunitinib	Sunitinibum	sutent	DRUGBANK	DB01268	C22H27FN4O2	small molecule	L01XE04	557795-19-4	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	WINHZLLDWRZWRT-ATVHPVEESA-N
27597	109992	3791	-	KDR	CD309|FLK1|VEGFR|VEGFR2	9606	Homo sapiens	inhibitor	target	Schoeffski P (2006)	16418310	175821	1255	Sunitinib	Sunitinibum	sutent	DRUGBANK	DB01268	C22H27FN4O2	small molecule	L01XE04	557795-19-4	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	WINHZLLDWRZWRT-ATVHPVEESA-N
27598	109992	3791	-	KDR	CD309|FLK1|VEGFR|VEGFR2	9606	Homo sapiens	inhibitor	target	Mendel DB (2003)	12538485	180936	1255	Sunitinib	Sunitinibum	sutent	DRUGBANK	DB01268	C22H27FN4O2	small molecule	L01XE04	557795-19-4	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	WINHZLLDWRZWRT-ATVHPVEESA-N
27601	110015	3815	-	KIT	C-Kit|CD117|PBT|SCFR	9606	Homo sapiens	inhibitor	target	Joensuu H (2007)	17545799	180940	1255	Sunitinib	Sunitinibum	sutent	DRUGBANK	DB01268	C22H27FN4O2	small molecule	L01XE04	557795-19-4	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	WINHZLLDWRZWRT-ATVHPVEESA-N
27602	110015	3815	-	KIT	C-Kit|CD117|PBT|SCFR	9606	Homo sapiens	inhibitor	target	Chen X (2002)	11752352	171740	1255	Sunitinib	Sunitinibum	sutent	DRUGBANK	DB01268	C22H27FN4O2	small molecule	L01XE04	557795-19-4	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	WINHZLLDWRZWRT-ATVHPVEESA-N
27603	110015	3815	-	KIT	C-Kit|CD117|PBT|SCFR	9606	Homo sapiens	inhibitor	target	Roskoski R (2007)	17367763	180930	1255	Sunitinib	Sunitinibum	sutent	DRUGBANK	DB01268	C22H27FN4O2	small molecule	L01XE04	557795-19-4	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	WINHZLLDWRZWRT-ATVHPVEESA-N
27604	110015	3815	-	KIT	C-Kit|CD117|PBT|SCFR	9606	Homo sapiens	inhibitor	target	Baratte S (2004)	14753710	180935	1255	Sunitinib	Sunitinibum	sutent	DRUGBANK	DB01268	C22H27FN4O2	small molecule	L01XE04	557795-19-4	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	WINHZLLDWRZWRT-ATVHPVEESA-N
27605	110015	3815	-	KIT	C-Kit|CD117|PBT|SCFR	9606	Homo sapiens	inhibitor	target	Schueneman AJ (2003)	12873999	180937	1255	Sunitinib	Sunitinibum	sutent	DRUGBANK	DB01268	C22H27FN4O2	small molecule	L01XE04	557795-19-4	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	WINHZLLDWRZWRT-ATVHPVEESA-N
27606	110015	3815	-	KIT	C-Kit|CD117|PBT|SCFR	9606	Homo sapiens	inhibitor	target	Abrams TJ (2003)	12748309	180939	1255	Sunitinib	Sunitinibum	sutent	DRUGBANK	DB01268	C22H27FN4O2	small molecule	L01XE04	557795-19-4	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	WINHZLLDWRZWRT-ATVHPVEESA-N
27614	111182	5156	-	PDGFRA	CD140A|PDGFR-2|PDGFR2|RHEPDGFRA	9606	Homo sapiens	inhibitor	target	Prenen H (2006)	16638875	180943	1255	Sunitinib	Sunitinibum	sutent	DRUGBANK	DB01268	C22H27FN4O2	small molecule	L01XE04	557795-19-4	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	WINHZLLDWRZWRT-ATVHPVEESA-N
27669	110235	4057	-	LTF	GIG12|HEL110|HLF2|LF	9606	Homo sapiens	unknown	target	Berman HM (2000)	10592235	172122	8062	Lauric Acid	Dodecanoic acid|N-dodecanoic acid|DAO|Coconut oil fatty acids|Undecane-1-carboxylic acid|Duodecylic acid|Dodecylic acid|C12:0|Dodecanoate|C12 fatty acid|ABL|Dodecylcarboxylate|Laurinsaeure|1-Undecanecarboxylic acid|N-dodecanoate|Laurostearic acid|Dodecoic acid|Vulvic acid|Duodecyclic acid	vitafol plus	DRUGBANK	DB03017	C12H24O2	small molecule	-	143-07-7	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	POULHZVOKOAJMA-UHFFFAOYSA-N
27781	108833	2559	-	GABRA6	-	9606	Homo sapiens	unknown	target	Davies M (2003)	12921221	195958	888	Ethanol	thanol|Methylcarbinol|Ethyl Alcohol|Alcohol|Alcohol etlico|thylalkohol|Grain alcohol|Alcohol (ethyl)|1-Hydroxyethane|Alcohol anhydrous|thanol|Alcohol, denatured|etanol|Dehydrated ethanol|Spiritus vini|Hydroxyethane|Alkohol|Alcool thylique|Alcohol denatured	lisa frank bubblegum antisepti	DRUGBANK	DB00898	C2H6O	small molecule	D08AX08|V03AB16|V03AZ01	64-17-5	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	LFQSCWFLJHTTHZ-UHFFFAOYSA-N
27785	108835	2561	-	GABRB2	-	9606	Homo sapiens	unknown	target	Davies M (2003)	12921221	195958	888	Ethanol	thanol|Methylcarbinol|Ethyl Alcohol|Alcohol|Alcohol etlico|thylalkohol|Grain alcohol|Alcohol (ethyl)|1-Hydroxyethane|Alcohol anhydrous|thanol|Alcohol, denatured|etanol|Dehydrated ethanol|Spiritus vini|Hydroxyethane|Alkohol|Alcool thylique|Alcohol denatured	lisa frank bubblegum antisepti	DRUGBANK	DB00898	C2H6O	small molecule	D08AX08|V03AB16|V03AZ01	64-17-5	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	LFQSCWFLJHTTHZ-UHFFFAOYSA-N
27802	111904	5972	-	REN	HNFJ2	9606	Homo sapiens	inhibitor	target	Glassman HN (1990)	1705633	195971	3253	Enalkiren	-	-	DRUGBANK	DB03395	C35H56N6O6	small molecule	-	113082-98-7	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	KQXVERRYBYGQJZ-WRPDIKACSA-N
27908	112174	6262	RP4-626J7.1	RYR2	ARVC2|ARVD2|RYR-2|RyR|VTSIP	9606	Homo sapiens	modulator	target	Lanner JT (2010)	20961976	195999	7831	Tetracaine	Pontocaine|Ttracane|Medihaler-Tetracaine|2-(dimethylamino)ethyl 4-(butylamino)benzoate|p-(butylamino)benzoic acid -(dimethylamino)ethyl ester|p-Butylaminobenzoyl-2-dimethylaminoethanol|Dicaine|Amethocaine|Tetracaine HCl|Metraspray|Dithylaminothanol ester der p-butylaminobenzsure|Tetracana|Pontocaine HCl|Amethocaine HCl|2-(Dimethylamino)ethyl p-(butylamino)benzoate	denti-care denti-freeze topica	DRUGBANK	DB09085	C15H24N2O2	small molecule	D04AB06|N01BA03|C05AD02|S01HA03	94-24-6	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	GKCBAIGFKIBETG-UHFFFAOYSA-N
27909	112174	6262	RP4-626J7.1	RYR2	ARVC2|ARVD2|RYR-2|RyR|VTSIP	9606	Homo sapiens	modulator	target	Laver DR (2011)	21624373	196008	7831	Tetracaine	Pontocaine|Ttracane|Medihaler-Tetracaine|2-(dimethylamino)ethyl 4-(butylamino)benzoate|p-(butylamino)benzoic acid -(dimethylamino)ethyl ester|p-Butylaminobenzoyl-2-dimethylaminoethanol|Dicaine|Amethocaine|Tetracaine HCl|Metraspray|Dithylaminothanol ester der p-butylaminobenzsure|Tetracana|Pontocaine HCl|Amethocaine HCl|2-(Dimethylamino)ethyl p-(butylamino)benzoate	denti-care denti-freeze topica	DRUGBANK	DB09085	C15H24N2O2	small molecule	D04AB06|N01BA03|C05AD02|S01HA03	94-24-6	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	GKCBAIGFKIBETG-UHFFFAOYSA-N
27930	108276	1956	-	EGFR	ERBB|ERBB1|HER1|NISBD2|PIG61|mENA	9606	Homo sapiens	inhibitor	target	Yosaatmadja Y (2015)	26522274	196035	8129	Osimertinib	N-(2-{[2-(dimethylamino)ethyl](methyl)amino}-4-methoxy-5-{[4-(1-methyl-1H-indol-3-yl)pyrimidin-2-yl]amino}phenyl)prop-2-enamide|Mereletinib	tagrisso	DRUGBANK	DB09330	C28H33N7O2	small molecule	-	1421373-65-0	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	DUYJMQONPNNFPI-UHFFFAOYSA-N
27933	108276	1956	-	EGFR	ERBB|ERBB1|HER1|NISBD2|PIG61|mENA	9606	Homo sapiens	antagonist	target	Kuenen B (2010)	20197484	195996	8209	Necitumumab	-	portrazza	DRUGBANK	DB09559	-	biologic	L01XC22	906805-06-9	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	-
27939	108833	2559	-	GABRA6	-	9606	Homo sapiens	antagonist	target	Carta M (2006)	16806306	195970	8251	Thiocolchicoside	Thiocolchicine 2-glucoside analog|TCC	-	DRUGBANK	DB11582	C27H33NO10S	small molecule	M03BX05|M03BX55	602-41-5	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	LEQAKWQJCITZNK-AXHKHJLKSA-N
27940	108833	2559	-	GABRA6	-	9606	Homo sapiens	antagonist	target	Mascia MP (2007)	17234181	195976	8251	Thiocolchicoside	Thiocolchicine 2-glucoside analog|TCC	-	DRUGBANK	DB11582	C27H33NO10S	small molecule	M03BX05|M03BX55	602-41-5	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	LEQAKWQJCITZNK-AXHKHJLKSA-N
27951	108835	2561	-	GABRB2	-	9606	Homo sapiens	antagonist	target	Carta M (2006)	16806306	195970	8251	Thiocolchicoside	Thiocolchicine 2-glucoside analog|TCC	-	DRUGBANK	DB11582	C27H33NO10S	small molecule	M03BX05|M03BX55	602-41-5	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	LEQAKWQJCITZNK-AXHKHJLKSA-N
27952	108835	2561	-	GABRB2	-	9606	Homo sapiens	antagonist	target	Mascia MP (2007)	17234181	195976	8251	Thiocolchicoside	Thiocolchicine 2-glucoside analog|TCC	-	DRUGBANK	DB11582	C27H33NO10S	small molecule	M03BX05|M03BX55	602-41-5	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	LEQAKWQJCITZNK-AXHKHJLKSA-N
28006	111182	5156	-	PDGFRA	CD140A|PDGFR-2|PDGFR2|RHEPDGFRA	9606	Homo sapiens	unknown	target	Doi T (2014)	24816152	198177	8285	Olaratumab	Lartruvo	lartruvo	DRUGBANK	DB06043	-	biologic	-	1024603-93-7	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	-
28007	111182	5156	-	PDGFRA	CD140A|PDGFR-2|PDGFR2|RHEPDGFRA	9606	Homo sapiens	unknown	target	van der Graaf WT (2016)	27291995	198178	8285	Olaratumab	Lartruvo	lartruvo	DRUGBANK	DB06043	-	biologic	-	1024603-93-7	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	-
28030	110358	4193	-	MDM2	ACTFS|HDMX|hdm2	9606	Homo sapiens	degradation	recruited E3 ligase	Schneekloth AR (2008)	18752944	85706	8420	Bivalent ligand 9	Bivalent_ligand_9|PROTAC 14|Protac-14	-	BIOGRID	-	-	small molecule	-	-	BIOGRID	PROTAC	Proteolysis Targeting Chimera; structured as E3 binding moiety--linker--target binding moiety; target degraded via UPS	106862	367	RP11-383C12.1	AR	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	9606	Homo sapiens	target	Standardized BVL Name: PROTAC 14(MDM2:nutlin-3 --- AR:SARM)	-
28091	116031	10818	-	FRS2	FRS2A|FRS2alpha|SNT|SNT-1|SNT1	9606	Homo sapiens	degradation	target	Hines J (2013)	23674677	194582	8460	Bivalent ligand 30	Bivalent_ligand_30|TrkAPPFRS2a|phosphoPROTAC	-	BIOGRID	-	-	polypeptidic	-	-	BIOGRID	PROTAC	Proteolysis Targeting Chimera; structured as E3 binding moiety--linker--target binding moiety; target degraded via UPS	113269	7428	-	VHL	HRCA1|RCA1|VHL1|pVHL	9606	Homo sapiens	recruited E3 ligase	Standardized BVL Name: TrkAPPFRS2alpha(VHL:HIF1alpha septapeptide --- FRS2a:phosphorylated TrkA-derived decapeptide sequence)	-
28101	111313	5295	-	PIK3R1	AGM7|GRB1|IMD36|p85|p85-ALPHA	9606	Homo sapiens	degradation	target	Hines J (2013)	23674677	194582	8455	Bivalent ligand 35	Bivalent_ligand_35|ErbB2PPPI3K|phosphoPROTAC	-	BIOGRID	-	-	polypeptidic	-	-	BIOGRID	PROTAC	Proteolysis Targeting Chimera; structured as E3 binding moiety--linker--target binding moiety; target degraded via UPS	113269	7428	-	VHL	HRCA1|RCA1|VHL1|pVHL	9606	Homo sapiens	recruited E3 ligase	Standardized BVL Name: ErbB2PPPI3K(VHL:HIF1alpha septapeptide --- PI3K:ErbB3 peptide)	-
28139	108276	1956	-	EGFR	ERBB|ERBB1|HER1|NISBD2|PIG61|mENA	9606	Homo sapiens	degradation	target	Burslem GM (2018)	29129716	211414	8440	Bivalent ligand 52	Bivalent_ligand_52|MS4077|MS4078|COMPOUND 1	-	BIOGRID	-	-	small molecule	-	-	BIOGRID	PROTAC	Proteolysis Targeting Chimera; structured as E3 binding moiety--linker--target binding moiety; target degraded via UPS	113269	7428	-	VHL	HRCA1|RCA1|VHL1|pVHL	9606	Homo sapiens	recruited E3 ligase	Standardized BVL Name: compound 1(VHL:Ligand 9 --- EGFR:lapatinib)	-
28141	108276	1956	-	EGFR	ERBB|ERBB1|HER1|NISBD2|PIG61|mENA	9606	Homo sapiens	degradation	target	Burslem GM (2018)	29129716	211414	8439	Bivalent ligand 53	Bivalent_ligand_53|COMPOUND 2	-	BIOGRID	-	-	small molecule	-	-	BIOGRID	PROTAC	Proteolysis Targeting Chimera; structured as E3 binding moiety--linker--target binding moiety; target degraded via UPS	113269	7428	-	VHL	HRCA1|RCA1|VHL1|pVHL	9606	Homo sapiens	recruited E3 ligase	Standardized BVL Name: compound 3(VHL:Ligand 9 --- EGFR:gefitinib)	-
28143	108276	1956	-	EGFR	ERBB|ERBB1|HER1|NISBD2|PIG61|mENA	9606	Homo sapiens	degradation	target	Burslem GM (2018)	29129716	211414	8442	Bivalent ligand 54	Bivalent_ligand_54|COMPOUND 3	-	BIOGRID	-	-	small molecule	-	-	BIOGRID	PROTAC	Proteolysis Targeting Chimera; structured as E3 binding moiety--linker--target binding moiety; target degraded via UPS	113269	7428	-	VHL	HRCA1|RCA1|VHL1|pVHL	9606	Homo sapiens	recruited E3 ligase	Standardized BVL Name: compound 4(VHL:Ligand 9 --- EGFR:afatinib)	-
28145	108376	2064	-	ERBB2	CD340|HER-2|HER-2/neu|HER2|MLN 19|NEU|NGL|TKR1	9606	Homo sapiens	degradation	target	Burslem GM (2018)	29129716	211414	8440	Bivalent ligand 52	Bivalent_ligand_52|MS4077|MS4078|COMPOUND 1	-	BIOGRID	-	-	small molecule	-	-	BIOGRID	PROTAC	Proteolysis Targeting Chimera; structured as E3 binding moiety--linker--target binding moiety; target degraded via UPS	113269	7428	-	VHL	HRCA1|RCA1|VHL1|pVHL	9606	Homo sapiens	recruited E3 ligase	Standardized BVL Name: compound 1(VHL:Ligand 9--- HER2:lapatinib)	-
28303	106524	2	-	A2M	A2MD|CPAMD5|FWP007|S863-7	9606	Homo sapiens	degradation	target	Bondeson DP (2018)	29129718	208144	8429	Bivalent ligand 64	Bivalent_ligand_64|PROTAC 2	-	BIOGRID	-	-	small molecule	-	-	BIOGRID	PROTAC	Proteolysis Targeting Chimera; structured as E3 binding moiety--linker--target binding moiety; target degraded via UPS	119360	51185	AD-006	CRBN	MRT2|MRT2A	9606	Homo sapiens	recruited E3 ligase	Standardized BVL Name: PROTAC2(CRBN:CRBN ligand --- A2M:foretinib)	-
28398	110358	4193	-	MDM2	ACTFS|HDMX|hdm2	9606	Homo sapiens	inhibitor	target	Zhang Z (2014)	24900784	211364	8355	RO5353	Spiro[pyrrolidine-3,6'-[6H]thieno[3,2-b]pyrrole]-5-carboxamide, N-[4-(aminocarbonyl)-2-methoxyphenyl]-2'-chloro-4-(3-chloro-2-fluorophenyl)-2-(2,2-dimethylpropyl)-4',5'-dihydro-5'-oxo-, (2S,3R,4R,5R)-|(2S,3R,4R,5R)-N-(4-Carbamoyl-2-methoxyphenyl)-2'-chloro-4-(3-chloro-2-fluorophenyl)-2-(2,2-dimethylpropyl)-5'-oxo-4',5'-dihydrospiro[pyrrolidine-3,6'-thieno[3,2-b]pyrrole]-5-carboxamide	-	CHEMSPIDER	31135029	C29H29Cl2FN4O4S	small molecule	-	-	BIOGRID	-	-	-	-	-	-	-	-	-	-	-	UOVSZRTTWLJPHE-HNXAPSNLSA-N
28399	110358	4193	-	MDM2	ACTFS|HDMX|hdm2	9606	Homo sapiens	inhibitor	target	Zhang Z (2014)	24900784	211364	8356	RO2468	(2S,3R,4S,5R)-N-(4-Carbamoyl-2-methoxyphenyl)-6'-chloro-4-(3-chloro-2-fluorophenyl)-2-(2,2-dimethylpropyl)-2'-oxo-1',2'-dihydrospiro[pyrrolidine-3,3'-pyrrolo[3,2-c]pyridine]-5-carboxamide	-	CHEMSPIDER	31135031	C30H30Cl2FN5O4	small molecule	-	-	BIOGRID	-	-	-	-	-	-	-	-	-	-	-	CGCOPBXAGSCZNX-FNQJWKMRSA-N
28400	110358	4193	-	MDM2	ACTFS|HDMX|hdm2	9606	Homo sapiens	inhibitor	target	Tan G (2017)	28549433	207226	8357	JS-K	Ethyl 4-[(E)-(2,4-dinitrophenoxy)-NNO-azoxy]-1-piperazinecarboxylate|1-Piperazinecarboxylic acid, 4-[(E)-(2,4-dinitrophenoxy)-NNO-azoxy]-, ethyl ester	-	CHEMSPIDER	24684273	C13H16N6O8	small molecule	-	-	BIOGRID	-	-	-	-	-	-	-	-	-	-	-	DNJRNBYZLPKSHV-XMHGGMMESA-N
28430	110358	4193	-	MDM2	ACTFS|HDMX|hdm2	9606	Homo sapiens	inhibitor	target	Tovar C (2013)	23400593	211352	8379	RG7112	RO-5045337|Q8MI0X869M|{(4S,5R)-4,5-Bis(4-chlorophenyl)-2-[2-ethoxy-4-(2-methyl-2-propanyl)phenyl]-4,5-dimethyl-4,5-dihydro-1H-imidazol-1-yl}{4-[3-(methylsulfonyl)propyl]-1-piperazinyl}methanone|Methanone, [(4S,5R)-4,5-bis(4-chlorophenyl)-2-[4-(1,1-dimethylethyl)-2-ethoxyphenyl]-4,5-dihydro-4,5-dimethyl-1H-imidazol-1-yl][4-[3-(methylsulfonyl)propyl]-1-piperazinyl]-	-	CHEMSPIDER	28189760	C38H48Cl2N4O4S	small molecule	-	939981-39-2	BIOGRID	-	-	-	-	-	-	-	-	-	-	-	QBGKPEROWUKSBK-QPPIDDCLSA-N
28431	110358	4193	-	MDM2	ACTFS|HDMX|hdm2	9606	Homo sapiens	inhibitor	target	Ding Q (2013)	23808545	211356	8380	RG7388	idasanutlin|4-{[(3S,4R,5S)-3-(3-Chloro-2-fluorophenyl)-4-(4-chloro-2-fluorophenyl)-4-cyano-5-(2,2-dimethylpropyl)-D-prolyl]amino}-3-methoxybenzoic acid|Benzoic acid, 4-[[[(2R,3S,4R,5S)-3-(3-chloro-2-fluorophenyl)-4-(4-chloro-2-fluorophenyl)-4-cyano-5-(2,2-dimethylpropyl)-2-pyrrolidinyl]carbonyl]amino]-3-methoxy-	-	CHEMSPIDER	30831264	C31H29Cl2F2N3O4	small molecule	-	1229705-06-9	BIOGRID	-	-	-	-	-	-	-	-	-	-	-	TVTXCJFHQKSQQM-LJQIRTBHSA-N
